SatzID	Verb	Satz	Annotator A	Annotator B	Annotator C	Annotator D	Annotator E	Annotator F	Annotator G	Annotator H	Annotator I	Annotator J	
tueba-s55502-1	machen	Im Regen( Tant Pis) ist ein lebensbejahend tragisches Meisterwerk, das süchtig macht nach der latent frauenfeindlichen Zwiesprache des Helden und Ich-Erzählers mit dem Kranführer von gegenüber, nach seinem leicht gewienerten inneren Monolog, seiner kleinen pubertären Sehnsucht nach Paris.	*	*	*	*	*	*	87005	*	82751	*	
tueba-s55770-2	behaupten	Christian Kuchel: Das ist doch in der heutigen Zeit auch im Beruf so: Du hast nur Chancen, Dich zu behaupten, wenn Du Dich spezialisierst.	*	78618	*	*	*	*	*	*	76360	*	
tueba-s57709-1	funktionieren	Doch während die Autoren dieser Stücke trotz ungelenker Formulierungen und einiger schematischen Überzeichnungen ihr Material weitgehend im Griff haben, funktioniert der einzige, von Jana Erdmann unternommene, Versuch einer dramatischen Zuspitzung nicht- obwohl die Idee, statt bei den Lieblingen der Deutschlehrer auch mal bei R.E.M. zu klauen, so schlecht nicht ist.	*	*	*	*	*	73503	*	73503	73503	*	
tueba-s58143-0	machen	Während sich die pflichtgetreuen Deutschen überwiegend rasch an die Umsetzung der Direktive machten und Milchmengenkontrolleure die Kuhställe durchkämmten, übergingen die Italiener großzügig die merkwürdige Regelung.	78519	*	*	*	*	*	82751	*	85607	*	
tueba-s58775-1	versuchen	' Marlies gehört unbedingt dazu', versuchte ich es noch einmal.	*	*	*	*	*	112506	*	*	77560	*	
tueba-s58777-1	finden	Daß sie in ihrem fortgeschrittenen Alter noch in den, Dschungel` ging, fanden wir damals total souverän.'-	77273	*	*	*	*	*	*	*	77273	*	
tueba-s58841-4	installieren	Die EU-Hilfe für Niger war Ende Januar 1996 ausgesetzt worden, nachdem General Ibrahim Bare Mainassara die demokratisch gewählte Regierung gestürzt und ein Militärregime installiert hatte.	*	*	*	*	*	*	*	80056	80056	*	
tueba-s58870-0	glauben	' Ich glaube nicht, daß ihr hierbleiben könnt, während hier Wände eingerissen, Türen versetzt und Böden abgeschliffen werden', gab unsere Nachbarin zu bedenken und bot uns großherzig an, während dieser Zeit in ihrem Gästezimmer zu logieren.	77245	77245	*	*	*	77245	*	*	77229	*	
tueba-s59536-4	mögen	Einerseits sprechen sie' elementare Ängste' an, wie Susan Ruskin meint, die' Anaconda' produziert hat und ansonsten am liebsten' Alien' mag.	*	*	*	*	*	73584	*	*	73584	*	
tueba-s59933-0	danken	Wir dankten höflich, entschieden dann aber doch, bis zum Arthrosealter noch mindestens ein weiteres Klo aufzusitzen.	*	76229	*	*	*	*	*	*	76229	*	
tueba-s60166-0	geben	' Es gibt einen dunklen Weltteil, der Entdecker aussendet', schrieb Karl Kraus, und bis heute hat sich kaum ein Land von jener Ausplünderung erholt, mit der zuerst Europa, dann Amerika den Grundstein ihres Reichtums legten.	*	73264	*	*	*	*	*	73801	73264	*	
tueba-s60278-0	bleiben	Die Performance bleibt eher friedfertig, mehr Ritual als Revierkampf unter Machos, und man versteht bald, warum die 1952 gegründete Gruppe vor zwei Jahren vom' Dance Theater Workshop/ Suitcase Fund' nach New York eingeladen wurde- Heimatklänge als Tanztheater, aber von unten.	73680	89969	*	*	*	*	*	73680	73680	*	
tueba-s60352-2	beachten	Doch die Pflanzenpflege im Freien hat ihre Tücken, und vor der Ernte ist einiges zu beachten	*	*	*	*	*	77746	*	*	77646	*	
tueba-s61100-1	zahlen	Das Straßburger Gericht verurteilte die Türkei dazu, einer heute 21jährigen Kurdin Schmerzensgeld in Höhe von umgerechnet 75.000 Mark zu zahlen.	*	74008	*	*	*	*	*	*	74008	*	
tueba-s61558-0	passieren	Immer wenn das passiert, schnellt der Londoner Aktienmarkt in die Höhe, und das Pfund sackt ab.	*	*	*	*	*	*	*	73392	73392	*	
tueba-s61683-0	schreiben	' Journalisten schreiben, um veröffentlicht zu werden', sagt Salima Ghezali.	82842	*	*	*	*	*	78962	*	82842	*	
tueba-s62513-1	nutzen	Die LTTE habe diese genutzt, um das Attentat auf den Kongreß-Vorsitzenden Gandhi zu planen.	*	*	*	*	*	*	76258	*	76258	*	
tueba-s63199-1	machen	Denn der nächste Halt- wir haben immerhin schon 1,5 Kilometer Strecke gemacht- ist Berlin-Charlottenburg.	*	*	*	*	*	*	*	82751	85607	*	
tueba-s63372-3	danken	Und wie aus Kewenigs Beichte dem Anwaltskammerpräsidenten gegenüber indirekt weiter hervorgeht, erwies sich V-Mann Hain auch in der Rechtsanwaltskanzlei als ausgesprochen tüchtig: So ist es seinem Fleiß zu danken, daß die Vertreter der Anklage im Schmücker-Prozeß, die Staatsanwälte Jürgen Przytarski und sein damaliger Sekundant und heutiger Staatssekretär im Berliner Innensenat, Wolfgang Müllenbrock, über die gesamte Strategie der Verteidiger im vorab bestens informiert waren.	*	76229	*	*	*	*	*	*	76229	*	
tueba-s63584-0	bekommen	Man bekommt eine vom Informationsministerium gestempelte Bescheinigung, nur bei Vorlage dieser Bescheinigung erhält man bei der Ausreise seine Bücher zurück.	*	*	*	*	*	74204	*	*	74202	*	
tueba-s63921-0	erzählen	Die Nutten erzählten uns dann in der Kneipe, daß sie ganz kaputt gewesen wären.	*	*	78959	*	*	78959	*	78960	78960	*	
tueba-s64698-0	ermöglichen	Sein Rededrang ermöglichte dem Staatsanwalt, den Zusammenhang mit Wolfgang Kind und dem vermeintlichen warmen Abriß herzustellen.	76087	*	*	*	*	*	76087	*	82764	*	
tueba-s64730-3	funktionieren	' Wir haben auf den Dialog gesetzt, aber es hat nicht funktioniert', begründete CGT-Sprecher Luis Antonio Medeiros.	*	*	*	*	*	*	73501	*	73503	*	
tueba-s64923-2	erkennen	Das Unbehagen lag in dem Gefühl dieser Niederlage, aber damals konnte ich nicht erkennen, daß es auch eine Niederlage war, die ich als Frau erlitt.	*	*	*	*	*	*	*	77611	77611	*	
tueba-s64964-1	finden	Sein erster Roman erschien in New York, wo seine späteren Bücher durch begeisterte Kritiken unter anderem von Susan Sontag schnell Verbreitung fanden.	77553	*	*	*	*	*	*	*	77891	*	
tueba-s65222-1	stellen	Bisher war es möglich, direkt Anträge in Brüssel zu stellen, doch ab 1990 werden staatliche Stellen zwischengeschaltet- dann müssen Betriebe mit den zuständigen Verwaltungen im Land aushandeln, ob ihre Vorhaben noch in neue' integrierte Programme' passen.	*	80813	*	*	*	*	*	*	75355	*	
tueba-s65262-6	bleiben	Nachdem Kisten und Gepäck auf der Kammer weggeschlossen sind- du bekommst nämlich gar nichts davon, weil sie dir das Argument reindrücken, es lohnt nicht, die Plomben zu öffnen, weil man ja doch nicht dort bleibt.	73646	*	*	*	*	73646	*	*	1	*	
tueba-s65439-0	gehören	Die am Montag in Genf beginnende Tagung der UNO-Menschenrechtskommission gehört zu den wichtigsten jährlichen Veranstaltungen der Vereinten Nationen.	*	*	*	*	*	73590	*	*	76513	*	
tueba-s65619-0	suchen	Und dann suche ich Rollen fürs Kino.	77422	*	*	*	*	82329	*	*	77562	*	
tueba-s65874-4	wählen	Die Probe, die der Mann, der Portia heiraten darf, ablegen muß, indem er das richtige Kästchen wählt, auch sie dient, seitenverkehrt, nur der Bewegung des Leerlaufs.	*	*	*	*	*	77821	*	*	77821	*	
tueba-s65893-0	lassen	Die Männerkumpanei läßt, als einer von ihnen, Antonio, bedroht ist, den lässig-lockeren Gestus fallen;	*	73832	*	*	*	*	*	*	83513	*	
tueba-s66160-1	gelangen	Manche Kunstwerke, die alten, wertvollen, sind auf besonders trickreiche Art zu uns gelangt: weißer Missionar bringt schwarzen Frauen europäische Ehemoral bei( Missionarsstellung) und verleitet danach das Stammesvolk, das heidnische Zeug fortzuwerfen, weil es Gott nicht gefällt.	*	*	*	*	*	*	81829	*	81829	*	
tueba-s66395-1	vergessen	Im übrigen weiß der' Freiheitskämpfer' Savimbi, daß die amerikanische Öffentlichkeit ihn vergessen wird, sobald der kubanische Truppenabzug aus Angola beendet ist- nach dem unterzeichneten Abkommen spätestens im Juli 1991.	*	*	*	*	*	*	*	77698	77698	*	
tueba-s66773-2	erreichen	Als wir unseren Vorschlag machten, setzten wir alles aufs Spiel, was wir in diesen acht Jahren erreicht haben.	*	*	*	*	*	*	76356	*	76356	*	
tueba-s67480-0	glauben	Ich glaube nicht, daß die Zahl der Verkehrsbeziehungen abnimmt.	77245	*	*	*	*	*	*	*	77245	*	
tueba-s67816-1	lernen	So kam es, daß der müde, dahinwelkende Baal in seiner Bitterkeit lernte, daß kein Reich absolut, kein Sieg vollständig ist.	*	*	*	*	*	*	77499	77485	77485	*	
tueba-s68349-0	gehören	Gehört so ein Statement zu den positiven Tendenzen, die Sie erwähnt haben?	*	*	*	*	*	*	*	73590	73590	*	
tueba-s69048-5	machen	Dieser hatte seinem Gastgeber versichert, Indien werde sich nicht in die inneren Angelegenheiten Chinas einmischen und keinesfalls zulassen, daß von indischem Boden aus Politik gegen China gemacht werde.	*	*	*	*	*	*	*	85607	78519	*	
tueba-s69379-0	schreiben	' Kein Bewegungsfilm- ein bewegender Film' schrieb die taz, als 1987 die Kinodokumentation Spaltprozesse- Wackersdorf 001 anlief.	78962	*	*	*	*	*	*	*	78962	*	
tueba-s69769-2	bekommen	Man kann erfahren, wo Zinknägel zu bekommen sind, wer Benzin gegen Rostschutzfarbe tauscht oder wann das nächste Floß mit Kabelrollen eintrifft.	*	*	*	*	*	*	75778	*	74197	*	
tueba-s69874-4	kaufen	Damit hatte er von vornherein unterstellt, was erst noch zu beweisen war, daß nämlich die Journalistin nicht irgendeinen, sondern tatsächlich den beim Anschlag gefundenen Wecker 6457 gekauft hat.	*	*	*	*	*	*	74296	*	74296	*	
tueba-s70537-0	stellen	Nicht nur die BBC, auch alle Piloten der Welt stellen ihre Uhren nach dieser Zeit, die gegenüber der' Görlitzer Zeit' eine Stunde nachgeht.	*	80813	*	*	*	*	*	*	85646	*	
tueba-s71386-2	beginnen	Ich zähle auf, was mir Mut machte, diese Arbeit zu beginnen:	*	*	*	*	*	83526	*	*	83406	*	
tueba-s71434-1	nutzen	Ende 1981 entstand in der ehemals besetzten Kreuzberger 'Frisöni'-Schokoladen-Fabrik parallel zur 'U.P.'-Ausstellung ein Frauen-Stadteil-Zentrum Kreuzberg, in dem drei Künstlerinnen diese leerstehenden Räume,' die Impulse der Selbstinitiative', kreativ nutzen.	*	*	*	*	*	*	129218	*	76258	*	
tueba-s71857-0	beginnen	' Der Zweite Weltkrieg begann am 19. Juli 1936 mit dem offenen Überfall von Hitler und Mussolini auf die Spanische Demokratische Republik', heißt es in der Einleitung zu Kantorowics Spanisches Tagebuch von 1948.	*	*	83526	*	*	83526	*	*	83526	*	
tueba-s73345-0	leben	Auf dem Land, wo immer noch 70 Prozent aller Paraguayer leben, wird nicht spanisch, sondern die Landessprache Guarani gesprochen.	*	*	*	*	*	*	*	73313	73313	*	
tueba-s74224-5	funktionieren	Seine Fragen schienen auf der kindlichen Annahme zu basieren, daß ein bestimmtes Gebet besser' funktionieren' könnte als ein bestimmtes anderes und daß er nur einen Rat brauchte, welches Gebet am besten' funktionierte'...	*	*	*	*	*	73501	*	*	73503	*	
tueba-s74922-0	arbeiten	Indische Gerichte arbeiten bekanntlich im Schneckentempo.	*	77709	*	*	*	*	*	75278	77709	*	
tueba-s75309-2	erstellen	Einmal pro Woche kommen die Richter zusammen, um über die gehörten Fälle zu beraten und ein Meinungsbild zu erstellen.	*	83160	*	*	*	*	*	*	83160	*	
tueba-s76171-0	stellen	Das erste Mal seit vierzig Jahren stellt das chinesische Volk öffentlich und lautstark die Macht der Kommunistischen Partei in Frage.	*	80813	*	*	*	*	*	*	75355	*	
tueba-s76278-2	kaufen	Arbeiterehepaare waren es zumeist, die in den Armenvierteln der Stadt wohnten und 1981 von Straßenhändlern das angebliche Olivenöl billig gekauft hatten, das dann das Leben vieler Familien völlig zerstörte, Tod und lebenslange Krankheit herbeiführte.	74296	*	*	*	*	74296	74296	*	74296	*	
tueba-s77317-3	ermöglichen	Aber die Saatchis hatten frühzeitig den Haupttrend auf dem Werbemarkt erkannt: Eine' kulturelle und Konsumenten-Konvergenz' werde es in den 90er Jahren ermöglichen, globale Marken mit globalen Messages von globalen Agenturen im Auftrag von globalen Anzeigenkunden an die Verbraucher zu bringen, deren Lifestyles sich zwischen Sizilien und dem Nordkap angleichen werden.	82764	*	*	*	*	*	*	82764	82764	*	
tueba-s78607-2	leben	1909 stirbt sein Vater; vom Erbe kann Klima weitere zwei Jahre leben.	*	*	*	*	*	*	85732	*	73265	*	
tueba-s78662-0	arbeiten	Wenn eine Gewerkschaftskollegin, die in der Fabrik arbeitet und vielleicht zur IG Metall gehört, ihr sagt:' Für mich wäre der Dienstleistungsabend natürlich von Vorteil, dann könnte ich nach der Arbeit mal mit mehr Ruhe einkaufen gehen', braucht Petra Altwilisch nicht lange über ihre Antwort nachzudenken.	*	75278	*	*	*	*	*	*	75278	*	
tueba-s79490-0	machen	Im Prinzip machen wir nichts anderes, als was im Grundgesetz steht.'	*	*	*	*	*	85607	*	*	82751	*	
tueba-s80231-1	sagen	' Vor dem Unglück war es genau so', sagt da der Diener Firs.	*	*	*	78848	*	*	*	*	78741	*	
tueba-s80475-1	erreichen	Aber wie wollt ihr bei diesem Wahlrecht einen Regierungswechsel erreichen?	*	*	*	*	*	*	80437	*	81830	*	
tueba-s80880-2	bleiben	Eine besonders perfide Zumutung war die zur Geschlechts- und Altersbezeichnung der Passagiere verwendete Differenzierung Ms./ Mrs.- in Nordamerika schon längst abgeschafft-, wonach eine Frau von der Wiege bis zur Bahre eine Miss bleibt, wenn sie nicht einem Mann angehört; während ein Junge bis zum zwölften Lebensjahr Master ist und danach, wenn er voll bezahlen muß, automatisch zum Mister avanciert.	*	*	73680	*	*	89970	*	73680	89970	*	
tueba-s80911-1	geben	Nach dem Landesmediengesetz soll dem Anbieter der Vorzug gegeben werden, der die' örtlichen Interessen aus dem kulturellen Bereich' berücksichtigt.	*	139620	*	*	*	73264	*	*	139620	*	
tueba-s81643-5	machen	Unter den Augen des eigens eingeflogenen Wertkauf-Abschnittsleiters' Nord', der dem Bremer Streik-Treiben in lässiger Feldherrnpose vom anderen Ufer der Kundenströme zusah, schlichen sie karrierefördernd als wandelnde Loyalitätsbekundungen den Autokundenkorso auf und ab, um guten Eindruck auf den Chef bemüht und um modische Distanz zum gemeinen Streikvolk: Wie ein nach dem nächtlichen Striptease-Barbesuch arglos in Vorstadtgefilde getaumelter Einführungskurs' Wie werde ich Brooker an der New Yorker Börse?' sahen die Herren Abteilungsleiter von der Frischfisch- und Fahrradzubehörabteilung mit den Schwitzplacken unter den City-Streifenhemden-Ärmeln aus, während sie bei der Wochenendkundschaft die Verwirrung komplett machten:	73302	*	*	*	*	*	*	75583	73302	*	
tueba-s82451-0	befinden	Zum Beispiel befindet das Referat für Informationsbeschaffung weitgehend eigenständig über seine Ausgaben.	*	*	*	*	*	*	*	78030	78030	*	
tueba-s82961-1	passieren	Das war der ewigregierenden Liberal-Demokratischen Partei noch nie passiert: eine richtige Wahlniederlage, und dazu noch eine so vernichtende.	*	*	*	*	*	*	*	73392	73392	*	
tueba-s83889-4	suchen	Mit ein paar ordnungshüterischen Schritten wird hier provisorisch untergebracht, wer Bremer oder Bundesrecht bricht, besoffen Auto fährt oder- laut Gerichtsurteil überhaupt nichts mehr bei uns zu suchen hat: Abgelehnte Asylbewerber warten hier hinter Gittern auf den Zwangsflug in die Abschiebeländer.	*	*	*	*	*	82329	*	*	77422	*	
tueba-s84114-1	nutzen	Aber wir haben den Vorwand genutzt, um die Stadtplanung fortzuführen, die nach dem Ende der Diktatur von dem Architekten Oriol Bohigas entworfen wurde.	76258	*	*	*	*	*	76258	*	76258	*	
tueba-s84274-0	suchen	Ich suche in den Gesichtern.	82329	*	*	*	*	*	*	82329	82329	*	
tueba-s84439-0	scheinen	Aber nun scheint es doch ernst zu werden mit der Reduzierung des Flugverkehrs.	*	*	*	*	*	*	73621	*	73621	*	
tueba-s84459-1	benötigen	Die Zukunftsmaschine vom Typ MD 11 fliegt zwar mehr Passagiere in die Welt, benötigt aber auch weniger Personal an Bord als herkömmliche Flugzeuge.	85725	*	*	*	*	*	85725	*	85725	*	
tueba-s85049-0	schützen	Die Guardia Civil schützte in dieser Zeit das Militärlager, und die Bewohner von Anchuras und einiger Nachbardörfer hielten vor dem Eingang Wache.	76018	*	*	*	*	*	*	*	76018	*	
tueba-s85290-2	bekommen	Einmal habe ein Mann vor ihr randaliert, um Geld für Schuhe zu bekommen.	*	*	*	*	*	*	*	74204	74204	*	
tueba-s85778-0	mögen	Ich mag Hummer, sie sind ruhig, ernsthaft, kennen die Geheimnisse des Meeres, bellen nicht und verschlingen nicht die Monade der Menschen wie die Hunde...'	*	*	*	*	*	*	*	74626	73584	*	
tueba-s85916-7	danken	Amerikas endlose Wälder waren dabei abgeholzt und die Prärie umbrochen worden, die Täler hatten sich mit dem Wasser der Talsperren gefüllt, und nur der Aktivitäten solcher Organisationen wie dem Sierra Club ist es zu danken, daß nicht auch der Grand Canyon geflutet wurde.	141698	*	*	*	*	*	*	*	141698	*	
tueba-s85931-4	erzielen	Unter den amerikanischen Grünen gibt es einen unbestimmten und doch deutlichen Konsens, bei aller Bewunderung für europäische Erfolge einen anderen Weg zu gehen: also weder eine Partei im europäischen Sinne zu bilden, noch sich an Wahlen auf nationaler und bundesstaatlicher Ebene zu beteiligen, wenigstens nicht, solange nicht auf örtlicher Ebene erste Erfolge erzielt worden sind.	*	*	*	*	*	*	76310	*	76310	*	
tueba-s86748-0	machen	' Aber auch die' nur` Gattinnen machten keine halben Sachen: nimm Carlyle, nimm Dürer- der von seiner' Agnes` langsam zu Tode gepiesackt wurde!	75583	78519	*	*	*	85607	*	*	82751	*	
tueba-s86897-0	geben	Es gibt Angriffe, die ich richtig finde, dazu gehört der des feudalistischen Anspruchs auf Eigentum über die Staatsbürger.	*	73264	*	*	*	*	*	*	73264	*	
tueba-s87218-1	glauben	Die Übungen direkt vor ihrem Gartenzaun seien die Antwort der Franzosen auf den Protest, glaubt Ursula Schoch.	77245	*	*	*	*	*	*	*	77245	*	
tueba-s87963-1	schreiben	Er bestätigt, daß die coop bereits seit 1982 rote Zahlen schreibt.	78962	*	*	*	*	*	*	82842	112174	*	
tueba-s88540-0	verwenden	Der vergleichbare Ort Schwerte an der Ruhr verwandte beispielsweise 6,3 Prozent vom Verwaltungshaushalt für kulturelle Einrichtungen und liegt damit in Nordrhein-Westfalen hinter den Großstädten Bonn, Köln, Wuppertal und Düsseldorf an fünfter Stelle.	*	76271	*	*	*	*	1	*	82963	*	
tueba-s89285-1	erkennen	Der Erfinder selbst hatte jedoch schon frühzeitig die Bedeutung des Computers für den nazideutschen Blitzkrieg erkannt.	*	*	*	*	*	77611	*	*	77611	*	
tueba-s89648-2	leben	Sehr früh hat sie- genau wie ihre Schwester gelernt, mit der unüberwindbaren Kluft zwischen der arabischen und europäischen Welt zu leben.	*	*	*	*	*	*	*	73265	76674	*	
tueba-s89788-0	benötigen	Im Vordergrund eine große Grube, wie man sie zum Ölablassen oder für Reparaturen benötigt.	85725	*	*	*	*	*	*	85725	85725	*	
tueba-s90077-2	finden	Beim deutschen Metzger in Santa Eulalia steht der Weihnachtsmann und verteilt Bonbons an die Kinder- einer der wenigen Jobs, die um diese Zeit zu finden sind.	77553	*	*	*	*	*	*	*	82307	*	
tueba-s90289-3	glauben	Und während sich der Staat endlich zur Gesellschaft hin öffnet, wird bei den Wahlen Anfang nächsten Jahres wohl nur knapp über die Hälfte der Menschen zu den Urnen gehen- glaubt man den neuesten Umfragen.	77229	*	*	*	*	*	*	*	77229	*	
tueba-s92987-0	passieren	Aus Sorge, daß wieder ähnliches wie im britischen Yachtclub passieren könnte, alarmieren die Bombenbauer diesmal anderntags die Polizei.	*	*	*	*	*	*	*	73392	73392	*	
tueba-s93199-2	machen	Der Sabbath untersagt das Trauern, und Kohl kann nun den kommenden Dienstag zu seinem Sabbath machen.	85607	*	*	*	*	87005	*	*	87005	*	
tueba-s93567-4	ermöglichen	Das Kollektiv berät: Soll jetzt der bewaffnete Aufstand ausgerufen werden, um einigen die Flucht in die nahe gelegenen Wälder zu ermöglichen und allen einen Tod, der nicht dem eines Schlachtviehs, sondern dem eines Menschen gleicht?	82764	*	*	*	*	*	*	*	76087	*	
